pattern_id,count,tl,tr,bl,br,tiles,pals,hflips,vflips,priority
2462,1,0x3212,0x3213,0x2D14,0x3204,"0x212,0x213,0x114,0x204","3,3,2,3","0,0,1,0","0,0,1,0","0,0,0,0"
2463,1,0x3212,0x3213,0x2D25,0x2E21,"0x212,0x213,0x125,0x221","3,3,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
2464,1,0x2E12,0x2E13,0x3212,0x2E13,"0x212,0x213,0x212,0x213","2,2,3,2","1,1,0,1","1,1,0,1","0,0,0,0"
2465,1,0x2D12,0x3213,0x2D12,0x3213,"0x112,0x213,0x112,0x213","2,3,2,3","1,0,1,0","1,0,1,0","0,0,0,0"
2466,1,0x2D12,0x2E13,0x2D12,0x2E13,"0x112,0x213,0x112,0x213","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
2467,1,0x2E12,0x3213,0x3212,0x2E13,"0x212,0x213,0x212,0x213","2,3,3,2","1,0,0,1","1,0,0,1","0,0,0,0"
2468,1,0x3E02,0x3E03,0x5502,0x5603,"0x202,0x203,0x102,0x203","3,3,5,5","1,1,1,1","1,1,0,0","0,0,0,0"
2469,1,0x3E02,0x3E03,0x5502,0x4103,"0x202,0x203,0x102,0x103","3,3,5,4","1,1,1,0","1,1,0,0","0,0,0,0"
2470,1,0x5502,0x3E03,0x5602,0x5503,"0x102,0x203,0x202,0x103","5,3,5,5","1,1,1,1","0,1,0,0","0,0,0,0"
2471,1,0x3E02,0x3E03,0x4102,0x5503,"0x202,0x203,0x102,0x103","3,3,4,5","1,1,0,1","1,1,0,0","0,0,0,0"
2472,1,0x3E02,0x5503,0x5502,0x5703,"0x202,0x103,0x102,0x303","3,5,5,5","1,1,1,1","1,0,0,0","0,0,0,0"
2473,1,0x3E02,0x5603,0x5502,0x5503,"0x202,0x203,0x102,0x103","3,5,5,5","1,1,1,1","1,0,0,0","0,0,0,0"
2474,1,0x3E02,0x5503,0x5502,0x5603,"0x202,0x103,0x102,0x203","3,5,5,5","1,1,1,1","1,0,0,0","0,0,0,0"
2475,1,0x5602,0x5503,0x4102,0x5503,"0x202,0x103,0x102,0x103","5,5,4,5","1,1,0,1","0,0,0,0","0,0,0,0"
2476,1,0x2502,0x2503,0x2502,0x2629,"0x102,0x103,0x102,0x229","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
2477,1,0x2502,0x2503,0x2630,0x2534,"0x102,0x103,0x230,0x134","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
2478,1,0x2502,0x2503,0x4A67,0x4A39,"0x102,0x103,0x267,0x239","2,2,4,4","1,1,0,0","0,0,1,1","0,0,0,0"
2479,1,0x2502,0x4A03,0x4567,0x4639,"0x102,0x203,0x167,0x239","2,4,4,4","1,0,1,1","0,1,0,0","0,0,0,0"
2480,1,0x2602,0x2503,0x2567,0x2539,"0x202,0x103,0x167,0x139","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
2481,1,0x2502,0x2503,0x4A67,0x4539,"0x102,0x103,0x267,0x139","2,2,4,4","1,1,0,1","0,0,1,0","0,0,0,0"
2482,1,0x4A02,0x4503,0x4467,0x4539,"0x202,0x103,0x067,0x139","4,4,4,4","0,1,1,1","1,0,0,0","0,0,0,0"
2483,1,0x2502,0x2603,0x2567,0x4A39,"0x102,0x203,0x167,0x239","2,2,2,4","1,1,1,0","0,0,0,1","0,0,0,0"
2484,1,0x2602,0x4A03,0x4A23,0x4A03,"0x202,0x203,0x223,0x203","2,4,4,4","1,0,0,0","0,1,1,1","0,0,0,0"
2485,1,0x2502,0x2503,0x4A02,0x4503,"0x102,0x103,0x202,0x103","2,2,4,4","1,1,0,1","0,0,1,0","0,0,0,0"
2486,1,0x4A02,0x4503,0x4602,0x4603,"0x202,0x103,0x202,0x203","4,4,4,4","0,1,1,1","1,0,0,0","0,0,0,0"
2487,1,0x4A02,0x4503,0x4502,0x4503,"0x202,0x103,0x102,0x103","4,4,4,4","0,1,1,1","1,0,0,0","0,0,0,0"
2488,1,0x4A12,0x4A13,0x4612,0x4513,"0x212,0x213,0x212,0x113","4,4,4,4","0,0,1,1","1,1,0,0","0,0,0,0"
2489,1,0x4A12,0x4A13,0x4512,0x4513,"0x212,0x213,0x112,0x113","4,4,4,4","0,0,1,1","1,1,0,0","0,0,0,0"
2490,1,0x2512,0x2513,0x4512,0x4A13,"0x112,0x113,0x112,0x213","2,2,4,4","1,1,1,0","0,0,0,1","0,0,0,0"
2491,1,0x2512,0x2513,0x4A12,0x2913,"0x112,0x113,0x212,0x113","2,2,4,2","1,1,0,0","0,0,1,1","0,0,0,0"
2492,1,0x4612,0x4613,0x4412,0x4513,"0x212,0x213,0x012,0x113","4,4,4,4","1,1,1,1","0,0,0,0","0,0,0,0"
2493,1,0x4512,0x4513,0x4512,0x4413,"0x112,0x113,0x112,0x013","4,4,4,4","1,1,1,1","0,0,0,0","0,0,0,0"
2494,1,0x4A12,0x2513,0x4512,0x4413,"0x212,0x113,0x112,0x013","4,2,4,4","0,1,1,1","1,0,0,0","0,0,0,0"
2495,1,0x2512,0x2613,0x4A12,0x2913,"0x112,0x213,0x212,0x113","2,2,4,2","1,1,0,0","0,0,1,1","0,0,0,0"
2496,1,0x2912,0x2513,0x4A12,0x2913,"0x112,0x113,0x212,0x113","2,2,4,2","0,1,0,0","1,0,1,1","0,0,0,0"
2497,1,0x4612,0x4613,0x4A12,0x4A13,"0x212,0x213,0x212,0x213","4,4,4,4","1,1,0,0","0,0,1,1","0,0,0,0"
2498,1,0x4512,0x4513,0x4A12,0x4A13,"0x112,0x113,0x212,0x213","4,4,4,4","1,1,0,0","0,0,1,1","0,0,0,0"
2499,1,0x4A12,0x2913,0x2912,0x2913,"0x212,0x113,0x112,0x113","4,2,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
2500,1,0x3E12,0x3E13,0x3F12,0xBB32,"0x212,0x213,0x312,0x332","3,3,3,3","1,1,1,0","1,1,1,1","0,0,0,1"
2501,1,0x3E12,0x3E13,0xBB77,0x3948,"0x212,0x213,0x377,0x148","3,3,3,3","1,1,0,0","1,1,1,1","0,0,1,0"
2502,1,0x3E12,0xBB13,0x3977,0x3C48,"0x212,0x313,0x177,0x048","3,3,3,3","1,0,0,1","1,1,1,1","0,1,0,0"
2503,1,0x3F12,0x3E13,0x3E77,0x3E48,"0x312,0x213,0x277,0x248","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
2504,1,0x3E12,0x3E13,0x3E77,0xBB48,"0x212,0x213,0x277,0x348","3,3,3,3","1,1,1,0","1,1,1,1","0,0,0,1"
2505,1,0x3E12,0x3E13,0x3B77,0x3948,"0x212,0x213,0x377,0x148","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
2506,1,0xBB12,0x3913,0x3977,0x3948,"0x312,0x113,0x177,0x148","3,3,3,3","0,0,0,0","1,1,1,1","1,0,0,0"
2507,1,0x3E12,0x3E13,0x3E77,0x3E48,"0x212,0x213,0x277,0x248","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
2508,1,0x3E12,0x3F13,0x3E77,0xBB48,"0x212,0x313,0x277,0x348","3,3,3,3","1,1,1,0","1,1,1,1","0,0,0,1"
2509,1,0x3F12,0xBB13,0x3B33,0x3C13,"0x312,0x313,0x333,0x013","3,3,3,3","1,0,0,1","1,1,1,1","0,1,0,0"
2510,1,0x3E12,0x3E13,0xBB12,0xBB13,"0x212,0x213,0x312,0x313","3,3,3,3","1,1,0,0","1,1,1,1","0,0,1,1"
2511,1,0xBB12,0x3913,0x3912,0x3C13,"0x312,0x113,0x112,0x013","3,3,3,3","0,0,0,1","1,1,1,1","1,0,0,0"
2512,1,0x5802,0x5803,0x3602,0x2903,"0x002,0x003,0x202,0x103","5,5,3,2","0,0,1,0","1,1,0,1","0,0,0,0"
2513,1,0x5802,0x5803,0x3B02,0x2903,"0x002,0x003,0x302,0x103","5,5,3,2","0,0,0,0","1,1,1,1","0,0,0,0"
2514,1,0x5802,0x5803,0x3402,0x2903,"0x002,0x003,0x002,0x103","5,5,3,2","0,0,1,0","1,1,0,1","0,0,0,0"
2515,1,0x5802,0x5803,0x3402,0x3403,"0x002,0x003,0x002,0x003","5,5,3,3","0,0,1,1","1,1,0,0","0,0,0,0"
2516,1,0x5802,0x5803,0x2602,0x2503,"0x002,0x003,0x202,0x103","5,5,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
2517,1,0x5802,0x3603,0x2502,0x3403,"0x002,0x203,0x102,0x003","5,3,2,3","0,1,1,1","1,0,0,0","0,0,0,0"
2518,1,0x5802,0x3603,0x3402,0x2503,"0x002,0x203,0x002,0x103","5,3,3,2","0,1,1,1","1,0,0,0","0,0,0,0"
2519,1,0x5802,0x5803,0x2502,0x2503,"0x002,0x003,0x102,0x103","5,5,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
2520,1,0x3902,0x4303,0x4302,0x3E29,"0x102,0x303,0x302,0x229","3,4,4,3","0,0,0,1","1,0,0,1","0,0,0,0"
2521,1,0x4302,0x3903,0x4330,0x3931,"0x302,0x103,0x330,0x131","4,3,4,3","0,0,0,0","0,1,0,1","0,0,0,0"
2522,1,0x3902,0x3B03,0x3C30,0x3931,"0x102,0x303,0x030,0x131","3,3,3,3","0,0,1,0","1,1,1,1","0,0,0,0"
2523,1,0x3B02,0x3B03,0x3930,0x3C31,"0x302,0x303,0x130,0x031","3,3,3,3","0,0,0,1","1,1,1,1","0,0,0,0"
2524,1,0x3902,0x4303,0x3E30,0x4331,"0x102,0x303,0x230,0x331","3,4,3,4","0,0,1,0","1,0,1,0","0,0,0,0"
2525,1,0x3E02,0x4303,0x3930,0x3934,"0x202,0x303,0x130,0x134","3,4,3,3","1,0,0,0","1,0,1,1","0,0,0,0"
2526,1,0x3902,0x3B03,0x3967,0x4339,"0x102,0x303,0x167,0x339","3,3,3,4","0,0,0,0","1,1,1,0","0,0,0,0"
2527,1,0x3B02,0x3B03,0x3C04,0x3D05,"0x302,0x303,0x004,0x105","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2528,1,0x3902,0x4303,0x4367,0x3C39,"0x102,0x303,0x367,0x039","3,4,4,3","0,0,0,1","1,0,0,1","0,0,0,0"
2529,1,0x3E02,0x4303,0x3C23,0x4303,"0x202,0x303,0x023,0x303","3,4,3,4","1,0,1,0","1,0,1,0","0,0,0,0"
2530,1,0x3902,0x3E03,0x3C02,0x3C03,"0x102,0x203,0x002,0x003","3,3,3,3","0,1,1,1","1,1,1,1","0,0,0,0"
2531,1,0x3E02,0x4303,0x3902,0x3903,"0x202,0x303,0x102,0x103","3,4,3,3","1,0,0,0","1,0,1,1","0,0,0,0"
2532,1,0x4302,0x3903,0x3902,0x3903,"0x302,0x103,0x102,0x103","4,3,3,3","0,0,0,0","0,1,1,1","0,0,0,0"
2533,1,0xBA12,0xB913,0xBB12,0xBB13,"0x212,0x113,0x312,0x313","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
2534,1,0xB912,0xBB13,0xBB12,0xBB13,"0x112,0x313,0x312,0x313","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
2535,1,0xBB12,0xBB13,0xB912,0xC313,"0x312,0x313,0x112,0x313","3,3,3,4","0,0,0,0","1,1,1,0","1,1,1,1"
2536,1,0xBB12,0xBB13,0xBA12,0xBB13,"0x312,0x313,0x212,0x313","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
2537,1,0xB912,0xB913,0xBB12,0xB913,"0x112,0x113,0x312,0x113","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
2538,1,0x3D12,0x3C13,0xBC12,0xBC13,"0x112,0x013,0x012,0x013","3,3,3,3","1,1,1,1","1,1,1,1","0,0,1,1"
2539,1,0x3C12,0x3913,0xB912,0xB913,"0x012,0x113,0x112,0x113","3,3,3,3","1,0,0,0","1,1,1,1","0,0,1,1"
2540,1,0x3C12,0x3913,0xB912,0xBB13,"0x012,0x113,0x112,0x313","3,3,3,3","1,0,0,0","1,1,1,1","0,0,1,1"
2541,1,0x3C12,0x3D13,0xB912,0xBC13,"0x012,0x113,0x112,0x013","3,3,3,3","1,1,0,1","1,1,1,1","0,0,1,1"
2542,1,0x3C12,0x3913,0xBC12,0xBC13,"0x012,0x113,0x012,0x013","3,3,3,3","1,0,1,1","1,1,1,1","0,0,1,1"
2543,1,0x3912,0x3913,0xBC12,0xB932,"0x112,0x113,0x012,0x132","3,3,3,3","0,0,1,0","1,1,1,1","0,0,1,1"
2544,1,0x3912,0x3A13,0xBB77,0x3A48,"0x112,0x213,0x377,0x248","3,3,3,3","0,0,0,0","1,1,1,1","0,0,1,0"
2545,1,0x3C12,0x3C13,0xBE77,0xC348,"0x012,0x013,0x277,0x348","3,3,3,4","1,1,1,0","1,1,1,0","0,0,1,1"
2546,1,0x3912,0x3913,0xB933,0xB913,"0x112,0x113,0x133,0x113","3,3,3,3","0,0,0,0","1,1,1,1","0,0,1,1"
2547,1,0x3912,0x3A13,0xBC12,0xBB13,"0x112,0x213,0x012,0x313","3,3,3,3","0,0,1,0","1,1,1,1","0,0,1,1"
2548,1,0xB912,0xB913,0xBE12,0xBE13,"0x112,0x113,0x212,0x213","3,3,3,3","0,0,1,1","1,1,1,1","1,1,1,1"
2549,1,0xBB12,0xBB13,0xC312,0xBE13,"0x312,0x313,0x312,0x213","3,3,4,3","0,0,0,1","1,1,0,1","1,1,1,1"
2550,1,0xBB12,0x3913,0xBE12,0xC313,"0x312,0x113,0x212,0x313","3,3,3,4","0,0,1,0","1,1,1,0","1,0,1,1"
2551,1,0x3912,0x3A13,0xB912,0xBB13,"0x112,0x213,0x112,0x313","3,3,3,3","0,0,0,0","1,1,1,1","0,0,1,1"
2552,1,0x3902,0x3B03,0x3902,0x3B03,"0x102,0x303,0x102,0x303","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2553,1,0x3B02,0x3B03,0x3902,0x3903,"0x302,0x303,0x102,0x103","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2554,1,0x3B02,0x4303,0x4302,0x3C03,"0x302,0x303,0x302,0x003","3,4,4,3","0,0,0,1","1,0,0,1","0,0,0,0"
2555,1,0x3E02,0x3E03,0x3902,0x3903,"0x202,0x203,0x102,0x103","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
2556,1,0x3902,0x3A03,0x3B02,0x3903,"0x102,0x203,0x302,0x103","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2557,1,0x3902,0x4303,0x3C02,0x3C03,"0x102,0x303,0x002,0x003","3,4,3,3","0,0,1,1","1,0,1,1","0,0,0,0"
2558,1,0x4302,0x4303,0x3C02,0x3903,"0x302,0x303,0x002,0x103","4,4,3,3","0,0,1,0","0,0,1,1","0,0,0,0"
2559,1,0x3B02,0x3903,0x3C02,0x3C03,"0x302,0x103,0x002,0x003","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2560,1,0x3902,0x4303,0x3D02,0x3D03,"0x102,0x303,0x102,0x103","3,4,3,3","0,0,1,1","1,0,1,1","0,0,0,0"
2561,1,0x3B02,0x3903,0x3D02,0x3D03,"0x302,0x103,0x102,0x103","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2562,1,0x3C02,0x3C03,0x3C02,0x3C03,"0x002,0x003,0x002,0x003","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
2563,1,0x4302,0x4303,0x3902,0x3A03,"0x302,0x303,0x102,0x203","4,4,3,3","0,0,0,0","0,0,1,1","0,0,0,0"
2564,1,0x4302,0x4303,0x3A02,0x3B03,"0x302,0x303,0x202,0x303","4,4,3,3","0,0,0,0","0,0,1,1","0,0,0,0"
2565,1,0x4302,0x4303,0x3B02,0x3B03,"0x302,0x303,0x302,0x303","4,4,3,3","0,0,0,0","0,0,1,1","0,0,0,0"
2566,1,0x4302,0x3903,0x3A02,0x3903,"0x302,0x103,0x202,0x103","4,3,3,3","0,0,0,0","0,1,1,1","0,0,0,0"
2567,1,0x4302,0x3903,0x3B02,0x3B29,"0x302,0x103,0x302,0x329","4,3,3,3","0,0,0,0","0,1,1,1","0,0,0,0"
2568,1,0x3902,0x4303,0x3B30,0x3A34,"0x102,0x303,0x330,0x234","3,4,3,3","0,0,0,0","1,0,1,1","0,0,0,0"
2569,1,0x3902,0x4303,0x3967,0x3939,"0x102,0x303,0x167,0x139","3,4,3,3","0,0,0,0","1,0,1,1","0,0,0,0"
2570,1,0x3A02,0x3A03,0x3B23,0x3B03,"0x202,0x203,0x323,0x303","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2571,1,0x3902,0x3903,0x3B02,0x3A03,"0x102,0x103,0x302,0x203","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2572,1,0x3A02,0x3B03,0x3C02,0x3903,"0x202,0x303,0x002,0x103","3,3,3,3","0,0,1,0","1,1,1,1","0,0,0,0"
2573,1,0x3B02,0x3B03,0x3902,0x3A03,"0x302,0x303,0x102,0x203","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2574,1,0x3B02,0x3A03,0x3A02,0x3B03,"0x302,0x203,0x202,0x303","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2575,1,0x3A02,0x3903,0x3B02,0x3A03,"0x202,0x103,0x302,0x203","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2576,1,0x3E12,0x3E13,0x3912,0x3C13,"0x212,0x213,0x112,0x013","3,3,3,3","1,1,0,1","1,1,1,1","0,0,0,0"
2577,1,0x3B12,0x3B13,0x3912,0x3C13,"0x312,0x313,0x112,0x013","3,3,3,3","0,0,0,1","1,1,1,1","0,0,0,0"
2578,1,0x3E12,0x3F13,0x3F12,0x3F13,"0x212,0x313,0x312,0x313","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
2579,1,0x6112,0x4B13,0x6212,0x6113,"0x112,0x313,0x212,0x113","6,4,6,6","0,0,0,0","0,1,0,0","0,0,0,0"
2580,1,0x6212,0x4B13,0x4B12,0x4B13,"0x212,0x313,0x312,0x313","6,4,4,4","0,0,0,0","0,1,1,1","0,0,0,0"
2581,1,0x4B12,0x4B13,0x4B12,0x4B32,"0x312,0x313,0x312,0x332","4,4,4,4","0,0,0,0","1,1,1,1","0,0,0,0"
2582,1,0x4B12,0x6113,0x3E77,0x4B48,"0x312,0x113,0x277,0x348","4,6,3,4","0,0,1,0","1,0,1,1","0,0,0,0"
2583,1,0x6212,0x6113,0x4B77,0x3E48,"0x212,0x113,0x377,0x248","6,6,4,3","0,0,0,1","0,0,1,1","0,0,0,0"
2584,1,0x6212,0x6113,0x3E33,0x4B13,"0x212,0x113,0x233,0x313","6,6,3,4","0,0,1,0","0,0,1,1","0,0,0,0"
2585,1,0x2D02,0x4603,0x2D02,0x4603,"0x102,0x203,0x102,0x203","2,4,2,4","1,1,1,1","1,0,1,0","0,0,0,0"
2586,1,0x4602,0x3203,0x4602,0x3203,"0x202,0x203,0x202,0x203","4,3,4,3","1,0,1,0","0,0,0,0","0,0,0,0"
2587,1,0x2D02,0x3203,0x2D02,0x3229,"0x102,0x203,0x102,0x229","2,3,2,3","1,0,1,0","1,0,1,0","0,0,0,0"
2588,1,0x2D02,0x3203,0x2E02,0x3203,"0x102,0x203,0x202,0x203","2,3,2,3","1,0,1,0","1,0,1,0","0,0,0,0"
2589,1,0x2E12,0x3213,0x2E12,0x3213,"0x212,0x213,0x212,0x213","2,3,2,3","1,0,1,0","1,0,1,0","0,0,0,0"
2590,1,0x4612,0x3213,0x3212,0x3213,"0x212,0x213,0x212,0x213","4,3,3,3","1,0,0,0","0,0,0,0","0,0,0,0"
2591,1,0x4612,0x2D13,0x2D12,0x2D13,"0x212,0x113,0x112,0x113","4,2,2,2","1,1,1,1","0,1,1,1","0,0,0,0"
2592,1,0x3212,0x4613,0x2D12,0x2D13,"0x212,0x213,0x112,0x113","3,4,2,2","0,1,1,1","0,0,1,1","0,0,0,0"
2593,1,0x4612,0x3213,0x2D12,0x2D13,"0x212,0x213,0x112,0x113","4,3,2,2","1,0,1,1","0,0,1,1","0,0,0,0"
2594,1,0x3212,0x2D13,0x3212,0x3213,"0x212,0x113,0x212,0x213","3,2,3,3","0,1,0,0","0,1,0,0","0,0,0,0"
2595,1,0x2E12,0x3213,0x3212,0x2D13,"0x212,0x213,0x212,0x113","2,3,3,2","1,0,0,1","1,0,0,1","0,0,0,0"
2596,1,0x3212,0x2E13,0x2212,0x2213,"0x212,0x213,0x212,0x213","3,2,2,2","0,1,0,0","0,1,0,0","0,0,0,0"
2597,1,0x2E12,0x3213,0x2112,0x2113,"0x212,0x213,0x112,0x113","2,3,2,2","1,0,0,0","1,0,0,0","0,0,0,0"
2598,1,0x3212,0x3213,0x2112,0x2213,"0x212,0x213,0x112,0x213","3,3,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
2599,1,0x2D12,0x3213,0x2D12,0x2D13,"0x112,0x213,0x112,0x113","2,3,2,2","1,0,1,1","1,0,1,1","0,0,0,0"
2600,1,0x2D12,0x2E13,0x3212,0x3213,"0x112,0x213,0x212,0x213","2,2,3,3","1,1,0,0","1,1,0,0","0,0,0,0"
2601,1,0x3212,0x2E13,0x2E12,0x2E13,"0x212,0x213,0x212,0x213","3,2,2,2","0,1,1,1","0,1,1,1","0,0,0,0"
2602,1,0x2E12,0x3213,0x2112,0x2213,"0x212,0x213,0x112,0x213","2,3,2,2","1,0,0,0","1,0,0,0","0,0,0,0"
2603,1,0x3212,0x2E13,0x2E12,0x3213,"0x212,0x213,0x212,0x213","3,2,2,3","0,1,1,0","0,1,1,0","0,0,0,0"
2604,1,0x3212,0x3213,0x2212,0x2113,"0x212,0x213,0x212,0x113","3,3,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
2605,1,0x3212,0x2E13,0x2112,0x2913,"0x212,0x213,0x112,0x113","3,2,2,2","0,1,0,0","0,1,0,1","0,0,0,0"
2606,1,0x5502,0x5603,0x5502,0x5503,"0x102,0x203,0x102,0x103","5,5,5,5","1,1,1,1","0,0,0,0","0,0,0,0"
2607,1,0x5602,0x5503,0x4102,0x3E03,"0x202,0x103,0x102,0x203","5,5,4,3","1,1,0,1","0,0,0,1","0,0,0,0"
2608,1,0x5702,0x5603,0x5502,0x3E03,"0x302,0x203,0x102,0x203","5,5,5,3","1,1,1,1","0,0,0,1","0,0,0,0"
2609,1,0x5502,0x5503,0x3E02,0x5603,"0x102,0x103,0x202,0x203","5,5,3,5","1,1,1,1","0,0,1,0","0,0,0,0"
2610,1,0x4102,0x5503,0x3E02,0x3E03,"0x102,0x103,0x202,0x203","4,5,3,3","0,1,1,1","0,0,1,1","0,0,0,0"
2611,1,0x2502,0x4A03,0x4A02,0x4403,"0x102,0x203,0x202,0x003","2,4,4,4","1,0,0,1","0,1,1,0","0,0,0,0"
2612,1,0x4A02,0x4503,0x2502,0x4A03,"0x202,0x103,0x102,0x203","4,4,2,4","0,1,1,0","1,0,0,1","0,0,0,0"
2613,1,0x4A02,0x4503,0x4A02,0x4A03,"0x202,0x103,0x202,0x203","4,4,4,4","0,1,0,0","1,0,1,1","0,0,0,0"
2614,1,0x4602,0x4603,0x4A02,0x4A03,"0x202,0x203,0x202,0x203","4,4,4,4","1,1,0,0","0,0,1,1","0,0,0,0"
2615,1,0x4502,0x4503,0x4A02,0x4A03,"0x102,0x103,0x202,0x203","4,4,4,4","1,1,0,0","0,0,1,1","0,0,0,0"
2616,1,0x4A02,0x4A03,0x2502,0x4A03,"0x202,0x203,0x102,0x203","4,4,2,4","0,0,1,0","1,1,0,1","0,0,0,0"
2617,1,0x4502,0x4603,0x2D02,0x4A03,"0x102,0x203,0x102,0x203","4,4,2,4","1,1,1,0","0,0,1,1","0,0,0,0"
2618,1,0x4602,0x4503,0x4A02,0x2D03,"0x202,0x103,0x202,0x103","4,4,4,2","1,1,0,1","0,0,1,1","0,0,0,0"
2619,1,0x4502,0x4503,0x2D02,0x2D03,"0x102,0x103,0x102,0x103","4,4,2,2","1,1,1,1","0,0,1,1","0,0,0,0"
2620,1,0x4A02,0x4503,0x2502,0x2503,"0x202,0x103,0x102,0x103","4,4,2,2","0,1,1,1","1,0,0,0","0,0,0,0"
2621,1,0x4502,0x4403,0x4A02,0x4A03,"0x102,0x003,0x202,0x203","4,4,4,4","1,1,0,0","0,0,1,1","0,0,0,0"
2622,1,0x2D12,0x2D13,0x4A12,0x2913,"0x112,0x113,0x212,0x113","2,2,4,2","1,1,0,0","1,1,1,1","0,0,0,0"
2623,1,0x2D12,0x4A13,0x2512,0x2513,"0x112,0x213,0x112,0x113","2,4,2,2","1,0,1,1","1,1,0,0","0,0,0,0"
2624,1,0x2912,0x2913,0x2512,0x2513,"0x112,0x113,0x112,0x113","2,2,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
2625,1,0x4A12,0x4A13,0x2912,0x2913,"0x212,0x213,0x112,0x113","4,4,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
2626,1,0x4A12,0x4A13,0x2512,0x2513,"0x212,0x213,0x112,0x113","4,4,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
2627,1,0x4512,0x4A13,0x2D12,0x4A13,"0x112,0x213,0x112,0x213","4,4,2,4","1,0,1,0","0,1,1,1","0,0,0,0"
2628,1,0x4A12,0x2913,0x2912,0x2513,"0x212,0x113,0x112,0x113","4,2,2,2","0,0,0,1","1,1,1,0","0,0,0,0"
2629,1,0x4512,0x4413,0x4A12,0x2513,"0x112,0x013,0x212,0x113","4,4,4,2","1,1,0,1","0,0,1,0","0,0,0,0"
2630,1,0x4A12,0x2913,0x2512,0x2513,"0x212,0x113,0x112,0x113","4,2,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
2631,1,0xBB12,0x3B13,0x3F12,0x3B13,"0x312,0x313,0x312,0x313","3,3,3,3","0,0,1,0","1,1,1,1","1,0,0,0"
2632,1,0x3F12,0x3F13,0x3E12,0x3E13,"0x312,0x313,0x212,0x213","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
2633,1,0x3B12,0x3C13,0x3E12,0x3E13,"0x312,0x013,0x212,0x213","3,3,3,3","0,1,1,1","1,1,1,1","0,0,0,0"
2634,1,0x3912,0x3A13,0x3E12,0x3E13,"0x112,0x213,0x212,0x213","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2635,1,0x3A12,0x3B13,0x3B12,0x3B13,"0x212,0x313,0x312,0x313","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2636,1,0x3912,0x3913,0x3E12,0x3F13,"0x112,0x113,0x212,0x313","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2637,1,0x3A12,0x3A13,0x3F12,0x3E13,"0x212,0x213,0x312,0x213","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2638,1,0x3B12,0x3913,0x3E12,0x3E13,"0x312,0x113,0x212,0x213","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2639,1,0x3A12,0x3A13,0x3E12,0x3E13,"0x212,0x213,0x212,0x213","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2640,1,0x3B12,0x3B13,0x3F12,0x3F13,"0x312,0x313,0x312,0x313","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
2641,1,0x3A02,0x3A03,0x3A02,0x3B03,"0x202,0x203,0x202,0x303","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
2642,1,0x3902,0x3A03,0x3B02,0x3E03,"0x102,0x203,0x302,0x203","3,3,3,3","0,0,0,1","1,1,1,1","0,0,0,0"
